id,questions,sparq,answer
168,Welche Organisationen sind die Produzenten von Mac OS?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MacOS>    },The Omni Group
169,Welche Organisationen waren die Produzenten von Mac OS?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MacOS>    },The Omni Group
170,Gib mir den Produzenten von MacWrite?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MacWrite>    },Claris
171,Gib mir die Produzenten von MacWrite?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MacWrite>    },Claris
172,Was ist der Produzent von MacWrite?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MacWrite>    },Claris
173,Was sind die Produzenten von MacWrite?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MacWrite>    },Claris
174,Was war der Produzent von MacWrite?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MacWrite>    },Claris
175,Was waren die Produzenten von MacWrite?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MacWrite>    },Claris
176,Welche Organisation ist der Produzent von MacWrite?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MacWrite>    },Claris
177,Welche Organisation war der Produzent von MacWrite?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MacWrite>    },Claris
178,Welche Organisationen sind die Produzenten von MacWrite?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MacWrite>    },Claris
179,Welche Organisationen waren die Produzenten von MacWrite?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MacWrite>    },Claris
180,Gib mir den Produzenten von Mac OS X Snow Leopard?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mac_OS_X_Snow_Leopard>    },SnapStream
181,Gib mir die Produzenten von Mac OS X Snow Leopard?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mac_OS_X_Snow_Leopard>    },SnapStream
182,Was ist der Produzent von Mac OS X Snow Leopard?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mac_OS_X_Snow_Leopard>    },SnapStream
183,Was sind die Produzenten von Mac OS X Snow Leopard?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mac_OS_X_Snow_Leopard>    },SnapStream
184,Was war der Produzent von Mac OS X Snow Leopard?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mac_OS_X_Snow_Leopard>    },SnapStream
185,Was waren die Produzenten von Mac OS X Snow Leopard?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mac_OS_X_Snow_Leopard>    },SnapStream
186,Welche Organisation ist der Produzent von Mac OS X Snow Leopard?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mac_OS_X_Snow_Leopard>    },SnapStream
187,Welche Organisation war der Produzent von Mac OS X Snow Leopard?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mac_OS_X_Snow_Leopard>    },SnapStream
188,Welche Organisationen sind die Produzenten von Mac OS X Snow Leopard?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mac_OS_X_Snow_Leopard>    },SnapStream
189,Welche Organisationen waren die Produzenten von Mac OS X Snow Leopard?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mac_OS_X_Snow_Leopard>    },SnapStream
190,Gib mir den Produzenten von Macaron?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Macaron>    },Ladur??e
191,Gib mir die Produzenten von Macaron?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Macaron>    },Ladur??e
192,Was ist der Produzent von Macaron?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Macaron>    },Ladur??e
193,Was sind die Produzenten von Macaron?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Macaron>    },Ladur??e
194,Was war der Produzent von Macaron?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Macaron>    },Ladur??e
195,Was waren die Produzenten von Macaron?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Macaron>    },Ladur??e
196,Welche Organisation ist der Produzent von Macaron?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Macaron>    },Ladur??e
197,Welche Organisation war der Produzent von Macaron?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Macaron>    },Ladur??e
198,Welche Organisationen sind die Produzenten von Macaron?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Macaron>    },Ladur??e
199,Welche Organisationen waren die Produzenten von Macaron?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Macaron>    },Ladur??e
200,Gib mir den Produzenten von Machinarium?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machinarium>    },Amanita Design
201,Gib mir die Produzenten von Machinarium?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machinarium>    },Amanita Design
202,Was ist der Produzent von Machinarium?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machinarium>    },Amanita Design
203,Was sind die Produzenten von Machinarium?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machinarium>    },Amanita Design
204,Was war der Produzent von Machinarium?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machinarium>    },Amanita Design
205,Was waren die Produzenten von Machinarium?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machinarium>    },Amanita Design
206,Welche Organisation ist der Produzent von Machinarium?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machinarium>    },Amanita Design
207,Welche Organisation war der Produzent von Machinarium?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machinarium>    },Amanita Design
208,Welche Organisationen sind die Produzenten von Machinarium?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machinarium>    },Amanita Design
209,Welche Organisationen waren die Produzenten von Machinarium?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machinarium>    },Amanita Design
210,Gib mir den Produzenten von Maschinengewehr?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machine_gun>    },Maxim Nordenfelt Guns and Ammunition Company
211,Gib mir die Produzenten von Maschinengewehr?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machine_gun>    },Maxim Nordenfelt Guns and Ammunition Company
212,Was ist der Produzent von Maschinengewehr?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machine_gun>    },Maxim Nordenfelt Guns and Ammunition Company
213,Was sind die Produzenten von Maschinengewehr?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machine_gun>    },Maxim Nordenfelt Guns and Ammunition Company
214,Was war der Produzent von Maschinengewehr?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machine_gun>    },Maxim Nordenfelt Guns and Ammunition Company
215,Was waren die Produzenten von Maschinengewehr?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machine_gun>    },Maxim Nordenfelt Guns and Ammunition Company
216,Welche Organisation ist der Produzent von Maschinengewehr?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machine_gun>    },Maxim Nordenfelt Guns and Ammunition Company
217,Welche Organisation war der Produzent von Maschinengewehr?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machine_gun>    },Maxim Nordenfelt Guns and Ammunition Company
218,Welche Organisationen sind die Produzenten von Maschinengewehr?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machine_gun>    },Maxim Nordenfelt Guns and Ammunition Company
219,Welche Organisationen waren die Produzenten von Maschinengewehr?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machine_gun>    },Maxim Nordenfelt Guns and Ammunition Company
220,Gib mir den Produzenten von Maschinelles Lernen?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machine_learning>    },Trace3
221,Gib mir die Produzenten von Maschinelles Lernen?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machine_learning>    },Trace3
222,Was ist der Produzent von Maschinelles Lernen?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machine_learning>    },Trace3
223,Was sind die Produzenten von Maschinelles Lernen?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machine_learning>    },Trace3
224,Was war der Produzent von Maschinelles Lernen?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machine_learning>    },Trace3
225,Was waren die Produzenten von Maschinelles Lernen?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machine_learning>    },Trace3
226,Welche Organisation ist der Produzent von Maschinelles Lernen?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machine_learning>    },Trace3
227,Welche Organisation war der Produzent von Maschinelles Lernen?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machine_learning>    },Trace3
228,Welche Organisationen sind die Produzenten von Maschinelles Lernen?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machine_learning>    },Trace3
229,Welche Organisationen waren die Produzenten von Maschinelles Lernen?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machine_learning>    },Trace3
230,Gib mir den Produzenten von Macintosh?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Macintosh>    },Apple Store
231,Gib mir die Produzenten von Macintosh?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Macintosh>    },Apple Store
232,Was ist der Produzent von Macintosh?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Macintosh>    },Apple Store
233,Was sind die Produzenten von Macintosh?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Macintosh>    },Apple Store
234,Was war der Produzent von Macintosh?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Macintosh>    },Apple Store
235,Was waren die Produzenten von Macintosh?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Macintosh>    },Apple Store
236,Welche Organisation ist der Produzent von Macintosh?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Macintosh>    },Apple Store
237,Welche Organisation war der Produzent von Macintosh?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Macintosh>    },Apple Store
238,Welche Organisationen sind die Produzenten von Macintosh?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Macintosh>    },Apple Store
239,Welche Organisationen waren die Produzenten von Macintosh?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Macintosh>    },Apple Store
240,Gib mir den Produzenten von Mad Dog McCree?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mad_Dog_McCree>    },American Laser Games
241,Gib mir die Produzenten von Mad Dog McCree?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mad_Dog_McCree>    },American Laser Games
242,Was ist der Produzent von Mad Dog McCree?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mad_Dog_McCree>    },American Laser Games
243,Was sind die Produzenten von Mad Dog McCree?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mad_Dog_McCree>    },American Laser Games
244,Was war der Produzent von Mad Dog McCree?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mad_Dog_McCree>    },American Laser Games
245,Was waren die Produzenten von Mad Dog McCree?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mad_Dog_McCree>    },American Laser Games
246,Welche Organisation ist der Produzent von Mad Dog McCree?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mad_Dog_McCree>    },American Laser Games
247,Welche Organisation war der Produzent von Mad Dog McCree?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mad_Dog_McCree>    },American Laser Games
248,Welche Organisationen sind die Produzenten von Mad Dog McCree?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mad_Dog_McCree>    },American Laser Games
249,Welche Organisationen waren die Produzenten von Mad Dog McCree?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mad_Dog_McCree>    },American Laser Games
250,Gib mir den Produzenten von Madden NFL?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Madden_NFL>    },EA Tiburon
251,Gib mir die Produzenten von Madden NFL?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Madden_NFL>    },EA Tiburon
252,Was ist der Produzent von Madden NFL?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Madden_NFL>    },EA Tiburon
253,Was sind die Produzenten von Madden NFL?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Madden_NFL>    },EA Tiburon
254,Was war der Produzent von Madden NFL?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Madden_NFL>    },EA Tiburon
255,Was waren die Produzenten von Madden NFL?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Madden_NFL>    },EA Tiburon
256,Welche Organisation ist der Produzent von Madden NFL?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Madden_NFL>    },EA Tiburon
257,Welche Organisation war der Produzent von Madden NFL?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Madden_NFL>    },EA Tiburon
258,Welche Organisationen sind die Produzenten von Madden NFL?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Madden_NFL>    },EA Tiburon
259,Welche Organisationen waren die Produzenten von Madden NFL?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Madden_NFL>    },EA Tiburon
260,Gib mir den Produzenten von Mafia III?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mafia_III>    },Hangar 13 (company)
